Gene,importance
CCDC88A,0.0012647939391396198
VAV1,0.0011108164723456235
GNG7,0.001095126594595699
AS3MT,0.0009459567868376175
RP11-1C8.4,0.0009158669179538503
RIMS2,0.0008879315510230704
BTAF1,0.0008247504615003766
RP11-184C23.4,0.000794657676523067
FAF2P1,0.0007732335401201024
RP11-448N11.3,0.0007599899165801496
RP11-150L8.3,0.0007319773661696638
RP11-152P17.2,0.0007143388807843291
RP11-402D21.2,0.0007076749719562945
OXR1,0.000689967155061194
TNKS2-AS1,0.0006843674666837669
RP11-602M11.4,0.0006698538453379702
SPTLC1P3,0.0006560229969260747
RAD51,0.0006330538790425057
SLC25A32,0.0006319802124060198
TNKS2,0.0006100044894382517
SRP9P1,0.0006013053485332006
ZFPM2,0.00058567077925526
RPL21P41,0.0005786493840692241
RPP30,0.0005702998962092799
KBTBD8,0.0005693465871725722
MIR1233-1,0.0005682558252031535
RPL12P1.2,0.000563865465861399
C10orf32-ASMT,0.0005606627154164283
RP11-1H8.1,0.0005449637306091954
EFTUD1P2,0.0005376202449348939
KB-1507C5.3,0.000536917951859927
CNGA1,0.0005298249321560929
NIPAL1,0.0005216572057188891
AL590558.1,0.0005170424808721708
RP11-32B5.4,0.0005155720956555089
CASC5,0.0005112575366998825
RP11-1084A12.2,0.0005053678357443089
GABRA4,0.0005034172577413739
DDX18P6,0.000501768485301156
FGFBP3,0.0005015287076413269
AC092104.1,0.0004982358687878391
FZD6,0.0004927112064823207
NXT1P1,0.0004921396657673647
RP11-318M2.3,0.0004860360496497244
RP11-814M22.2,0.00048055859088521393
ZAR1,0.0004781709911815522
RP11-196H14.4,0.0004762770613028496
RP11-540E16.2,0.0004762443303095324
FKBP1C,0.00047312738174752573
RP11-184C23.1,0.0004716518180360023
GS1-259H13.2,0.00046839208995360336
Y_RNA.147,0.00046361549855608624
RING1.1,0.0004537065846105687
KB-1507C5.4,0.00045166494109595437
AC107068.1,0.000450058228964777
EPHA5,0.00044957840154677083
COX6CP4,0.0004474838734769943
Y_RNA.598,0.0004444252496273823
RNU6-740P,0.00044377630731197383
MIR3925,0.0004432581923119711
RPL5P24,0.00043860674766738885
RP11-642D21.2,0.0004374959662361011
OR11K1P,0.0004363402865412688
KB-1507C5.2,0.00043442325330097863
IGHV1OR15-4,0.000429198476080192
RNU6-699P,0.0004287948668538479
RP11-313E19.2,0.0004282442958178242
ANP32AP1,0.000422601903951755
RP11-946L20.1,0.000420384590931146
ZNF770,0.0004187531863859845
FRYL,0.0004161797210361236
CTHRC1,0.00041523850729195336
RN7SKP215,0.0004133377632098324
TECRL,0.00041263342371746024
RP11-525J21.1,0.00041177675930135067
MIR3942,0.00040927027510453875
RP11-574O7.1,0.0004092482635687926
GS1-259H13.10,0.0004091808304176929
RP11-696P8.2,0.00040833089038691675
KB-1639H6.7,0.00040770077278056647
ATP6V1C1,0.00040730034176366363
C11orf73,0.00040076929142153636
AZIN1,0.0003982286538793304
RP11-624A4.1,0.0003964688123681818
RP11-402C9.1,0.0003956843759716145
DCSTAMP,0.0003954079397084194
RN7SL376P,0.00039401252281065307
EXT1,0.0003901068384763511
GMEB2,0.00038994729718055043
LINC00502,0.00038932999781862265
AC092104.5,0.00038924536537571555
RP11-463I20.2,0.00038768805248298965
RN7SL502P,0.0003855017337969272
SV2B,0.00038540481328032866
PTP4A1,0.0003844962171506906
ADAMTS9-AS1,0.0003796332203904767
Y_RNA.217,0.00037802592858609673
RP11-25H12.1,0.000375454105169458
RP11-152P17.3,0.0003750249759610173
MIR219-1,0.00037397080682044905
REST,0.0003696286510070597
AC012564.1,0.0003692240090662266
GNA15,0.0003681826663097195
UTP23,0.0003675407630537526
Y_RNA.732,0.0003669828798065222
TCP11,0.00036689568563407073
RP11-534L6.2,0.0003652690562559552
RP11-753C18.8,0.000362566930267439
RNU6-1011P,0.0003617014324202885
RP11-273P3.1,0.0003597044347440811
HNRNPA1P45,0.0003578185100050273
AZU1,0.0003569314489031985
RPL23AP53,0.0003569156301901085
ATP10D,0.00035652410425457534
LINC00350,0.0003545859873176535
Y_RNA.248,0.00035231509906533256
RP11-618N24.1,0.00035230619506406574
REPS2,0.00035178032903452103
SLC12A6,0.00035016598623459176
AL109612.1,0.0003500146427495572
MTIF3,0.0003482812518598921
RP11-139F4.2,0.0003457194408606287
RP11-790J24.1,0.0003450814780233244
HTR7,0.00034379191673219306
AC092104.3,0.00034333748789050684
KCNH2,0.000341031349671854
RP11-152P17.1,0.0003395529726917103
C10orf32,0.0003392296882734626
AC105914.1,0.0003392109870849786
RP11-1H8.3,0.0003386709771567522
SLC16A14P1,0.00033700209260509014
CDC42BPA,0.00033622087511267203
RP11-778D12.2,0.00033400489279744155
ANKRD1,0.00033352814075547816
MIR5692B,0.0003331481970180907
RP11-765K14.1,0.00033251742610521134
RP11-236B18.2,0.00033214617972590366
COL11A2P1.4,0.0003307207085510122
TPST2P1,0.0003302335331009517
AC114546.1,0.00032861611836731204
RP11-196P2.1,0.00032831486121181054
KB-1639H6.8,0.00032797857953331845
MED30,0.00032744527229280597
RP11-436F23.1,0.00032634349739781764
RP11-200A13.1,0.0003253369543641588
RP11-802O23.3,0.0003251212513504845
VN2R11P,0.00032297519970797816
SRGAP1,0.00032149956242519587
FTH1P15,0.00032129854081478236
TMCC1P1,0.0003207001125433886
RP11-397J20.1,0.0003206014178522368
RP5-864K19.4,0.0003201390032251135
RPL17P26,0.0003193750583751808
RNU6-1235P,0.00031918268955983696
RP11-5A11.1,0.0003183092132331293
RP11-89M16.1,0.000317327125547275
RNF139,0.0003171450015225105
RP13-235E23.1,0.00031710334810127
SLC25A51P1,0.00031613567019029556
RP11-83B20.1,0.00031583612459069947
RP11-285B24.1,0.0003122968013135611
RP11-69H14.6,0.0003116986349589766
NPM1P52,0.0003112727246877365
MIR3186,0.0003111138424890019
MIR3683,0.0003108458570241958
RNU6-372P,0.0003104001891324279
AL512655.1,0.0003103024551627051
BX255972.1,0.00030909268466916887
RP3-407E4.4,0.00030815766320591904
HNRNPA1P18,0.0003080119841354614
RP11-1H8.4,0.00030746394929739683
RP11-100N21.1,0.0003070884048122146
CTD-2330J20.2,0.00030583866567251105
SNRPC,0.0003058327910319708
RP11-392A23.5,0.00030535312919455
TAP2.6,0.0003053436718357329
RPL7P25,0.00030445366447340565
MIR3907,0.0003042138762305847
NOP10,0.0003041028854927311
RXRB.5,0.00030295792185732975
RPL32P1.4,0.00030251665803549324
RP11-928F19.2,0.0003021118567220714
RP11-394A14.4,0.00030134114075615706
RP11-396M11.1,0.00029916148168357474
PAN3,0.00029658846327007733
MAPK6,0.00029627625574682714
RP11-662B19.1,0.00029627246269789946
GCM1,0.0002961696989082081
RP11-602M11.3,0.0002956721539674835
RP11-540O11.4,0.0002935666412954486
RP11-411K7.1,0.0002923896334090594
SNORA18.7,0.00029148142261316935
CORIN,0.0002914056632385669
RP11-946L20.2,0.00029036799411837636
PAN3-AS1,0.00028892868160958354
H3F3BP1,0.0002887416532301547
HNRNPLP2,0.0002885401068155571
RP11-1C8.6,0.00028810528119819557
RP11-204H9.2,0.00028763886615860523
RP11-540B6.6,0.0002868577779527143
RAB23,0.0002842671505486068
PPAP2C,0.0002832826901177582
HLA-Z.4,0.00028293806430564603
MTND1P5,0.0002820167148139449
LNX1-AS1,0.00028172262124154446
RNF6,0.0002809603571599965
C12orf80,0.00028089022307930216
RN7SL863P,0.00028065673968188796
FOXK2,0.00028027742153754294
MIR3151,0.00028023995989102983
RWDD4P2,0.0002799872906655613
AP001331.1,0.00027988922018887144
CARD16,0.00027908991611555944
GOLGA8B,0.00027906279379697727
AC005262.4,0.0002789926814969711
MIR3196,0.0002785491208336962
RP3-329A5.1,0.0002775982961548508
MIR572,0.0002773304888958765
OR7E104P,0.00027685337128717096
RNU1-88P,0.00027581061747825324
ADAM29,0.0002753289676187861
MKRNP2,0.0002753175737692711
RP4-555L14.4,0.0002746140514889737
ACOX2,0.00027329326029792376
SCFD2,0.000272473358153453
RP3-483K16.4,0.00027227881578705833
RP11-11N7.4,0.0002722745480163521
AC132660.1,0.0002720159770575373
RP11-85B7.2,0.0002718866263669189
CA5B,0.00027168814448995626
RNU6-410P,0.000271116205037334
RP1-27K12.4,0.00027029021053330765
RP11-323I15.5,0.0002695602758891899
RNA5SP202,0.0002689255972436251
RP1-140K8.5,0.00026866134046658495
RN7SKP30,0.0002684318990575639
NRBF2P4,0.000267761930591109
EXD1,0.0002672779912902644
HNRNPA1P71,0.0002671149664957577
RPS14P4,0.00026697535871466054
RP11-731J8.1,0.00026692969778710496
BMS1P4,0.000266715737466145
RP11-88H12.2,0.0002663550628664954
RP11-148K14.1,0.0002662940543056221
RP11-317M11.1,0.0002655021421184757
PSMB8.6,0.0002651900609355129
GABRG1,0.0002650253869652376
C7orf26,0.000265003582405178
AL445989.1,0.00026489189674587234
LRIG1,0.00026482826681272853
PIM1,0.00026422833451115226
RNU6-412P,0.0002640504003570977
RP11-358M11.4,0.00026397026436993993
SLC25A5P4,0.0002639159173389211
HLA-DQA2.6,0.0002635177804430253
HMGB1P19,0.00026348626987062466
AC111194.1,0.0002634612976375311
AARD,0.0002627498237309092
RP11-6D1.3,0.00026190373329339857
NF1P2,0.00026185162413408123
CCNT2P1,0.0002610625798193217
RP11-1059L18.1,0.0002601972201613829
POTEB,0.00026007484458470204
RP11-946L20.4,0.00025972149757600425
LINC01074,0.0002596386042900261
SNORD112.15,0.00025936676771689887
TESPA1,0.000258928661580556
FANCE,0.0002585824012452597
RP11-359I18.1,0.0002575200597018434
snoU13.401,0.00025742424443935734
